,x0,x1,y,x0_s,x1_s,MiniBatch KMeans,Affinity Propagation,MeanShift,Spectral Clustering,Ward,Agglomerative Clustering,DBSCAN,OPTICS,BIRCH,"Gaussian
Mixture"
49,-8.832281925540546,-5.240499641870122,0,-1.0479364346658608,-1.1402455363429855,2,1,1,2,1,1,0,1,2,0
50,-2.7786667958037716,-2.0065081947987204,1,0.22882565837991273,-0.0981553245040987,0,0,2,0,0,0,0,-1,2,1
51,-2.340051829093356,-2.2147811223897973,1,0.3213335154102527,-0.16526718388462802,0,0,2,0,0,0,0,-1,2,1
52,-3.9519059566748456,1.7582634514541295,1,-0.018621074617491046,1.114968379308235,0,0,2,0,0,0,0,-1,1,1
53,1.5692543337098432,-0.7419489772614658,2,1.1458414849141523,0.3093240409962517,1,2,0,1,2,2,0,-1,0,2
54,1.9159810083587439,1.222484538208006,2,1.2189692714271976,0.9423241499275212,1,2,0,1,2,2,0,0,0,2
55,1.86604065089185,0.8916996943550531,2,1.2084363990921738,0.8357352322864517,1,2,0,1,2,2,0,0,0,2
56,2.3986541464829383,0.3489523325713396,2,1.320769394639724,0.6608455572601406,1,2,0,1,2,2,0,0,0,2
57,1.957864528011408,0.22177455893528986,2,1.2278028839165638,0.6198650181218553,1,2,0,1,2,2,0,0,0,2
58,-7.382089652134171,-5.6341066459526505,0,-0.7420777894378413,-1.2670776609724652,2,1,1,2,1,1,0,1,2,0
59,-8.826689892442518,-4.776139733572146,0,-1.0467570243912387,-0.9906146782756481,2,1,1,2,1,1,0,1,2,0
60,-9.772313637070488,-5.692617801020432,0,-1.2461976108094714,-1.2859317312374743,2,1,1,2,1,1,0,1,2,0
61,-7.321263847148034,1.4286828940026728,1,-0.729249077928943,1.00876751930176,0,0,2,0,0,0,0,-1,1,1
62,-4.408799569490119,-1.1431132377576396,1,-0.11498406316160076,0.18005673895028612,0,0,2,0,0,0,0,-1,2,1
63,-9.471514589068512,-4.825229135395122,0,-1.1827563754678587,-1.006432773648496,2,1,1,2,1,1,0,1,2,0
64,2.180984313933712,0.47487695963538784,2,1.274860861466992,0.7014222945337472,1,2,0,1,2,2,0,0,0,2
65,-4.209201140380306,-1.7397288832680937,1,-0.07288695215316193,-0.012190932260903875,0,0,2,0,0,0,0,-1,2,1
66,-7.322704845198544,0.9367957780101128,1,-0.7295529974295414,0.8502665593286928,0,0,2,0,0,0,0,-1,1,1
67,3.061920023728361,0.5021187174710829,2,1.4606581572268709,0.7102004158301318,1,2,0,1,2,2,0,-1,0,2
68,-7.880348970945752,-6.93851400186863,0,-0.8471651788955019,-1.6873973062459966,2,1,1,2,1,1,0,1,2,0
69,1.5522683143427667,1.0095438290726477,2,1.1422589800513816,0.8737081896432302,1,2,0,1,2,2,0,0,0,2
70,-8.177601403929728,-5.247909654632975,0,-0.9098584011050335,-1.142633267385615,2,1,1,2,1,1,0,1,2,0
71,-8.456392118686258,-6.386168790244978,0,-0.9686578802370596,-1.509414912659172,2,1,1,2,1,1,0,1,2,0
72,-9.82533340977534,0.2020658360136545,1,-1.257379959624303,0.6135142693395481,0,0,2,0,0,0,1,-1,1,1
73,-4.719646592306536,-3.010085067478729,1,-0.180544507121538,-0.4215382563899503,0,1,2,0,0,0,0,-1,2,1
74,-6.5272974275783024,1.067003045115171,1,-0.561794390782027,0.8922232932227627,0,0,2,0,0,0,0,-1,1,1
75,2.1903124151886186,0.784879912308807,2,1.2768282422513855,0.8013146560038643,1,2,0,1,2,2,0,0,0,2
76,1.5573433131110008,-0.304866842723992,2,1.1433293431171976,0.45016517234297065,1,2,0,1,2,2,0,0,0,2
77,-5.624623142953977,-3.5895095143600115,1,-0.3714122332982784,-0.6082464015651451,2,1,1,0,0,0,0,-1,2,1
78,-3.226289160675261,0.7982312899566277,1,0.13441805974351373,0.8056168751621611,0,0,2,0,0,0,0,-1,1,1
79,-8.004031607818145,-4.536816037463108,0,-0.8732509638260487,-0.9134973187346455,2,1,1,2,1,1,0,1,2,0
80,3.2532001260654693,0.7258240747417641,2,1.501000858007149,0.7822850725037928,1,2,0,1,2,2,0,0,0,2
81,2.2619293957618125,1.169980792092873,2,1.2919329101324153,0.9254058491815496,1,2,0,1,2,2,0,0,0,2
82,-3.2233758143307316,6.262320697550223,1,0.13503251079414907,2.5663123443546345,0,0,0,0,0,0,-1,-1,1,1
83,-9.7100897159978,-4.25306624485606,0,-1.2330740239933842,-0.8220645223508182,2,1,1,2,1,1,0,1,2,0
84,1.7419796185687686,1.0277351196785753,2,1.1822708071442887,0.8795699756718608,1,2,0,1,2,2,0,0,0,2
85,-9.80540393554569,-4.948377665419827,0,-1.2531766535525715,-1.0461149681877873,2,1,1,2,1,1,0,1,2,0
86,2.465318405118181,1.0314333919877476,2,1.3348294887425645,0.8807616712706828,1,2,0,1,2,2,0,0,0,2
87,-6.254404398448415,-3.546073781001467,1,-0.5042387868028512,-0.5942500897882624,2,1,1,0,0,0,0,-1,2,1
88,-5.376200368596356,4.545288587286517,1,-0.31901762700905,2.013032478033649,0,0,2,0,0,0,0,-1,1,1
89,-9.191527953847023,-5.73763572159075,0,-1.1237046659109984,-1.3004378717611764,2,1,1,2,1,1,0,1,2,0
90,2.3010421663309444,1.0422862632152472,2,1.3001821466210974,0.884258795818358,1,2,0,1,2,2,0,0,0,2
91,-8.695368354885746,-5.6620300076679815,0,-1.0190601263295571,-1.2760754157289085,2,1,1,2,1,1,0,1,2,0
92,-3.4677399942086167,1.2927435301793502,1,0.08349389872849092,0.9649637298476558,0,0,2,0,0,0,0,-1,1,1
93,1.7594216444427624,0.694338016624164,2,1.1859494878969594,0.7721393088211291,1,2,0,1,2,2,0,0,0,2
94,-9.776233928259485,-4.995190333723031,0,-1.247024435620191,-1.061199430910472,2,1,1,2,1,1,0,1,2,0
95,2.2734625241826,-0.08769733001912805,2,1.294365351056774,0.5201437815024038,1,2,0,1,2,2,0,0,0,2
96,-2.1435735323944654,-1.5390184356076089,1,0.36277256231944266,0.05248406652741994,0,0,2,0,0,0,0,-1,2,1
97,-4.865052429079215,-0.31196038408717985,1,-0.21121191106451548,0.4478794179917814,0,0,2,0,0,0,0,-1,1,1
98,-8.094215850782051,-5.7749273933890635,0,-0.8922716350016461,-1.312454380400778,2,1,1,2,1,1,0,1,2,0
99,-8.546892921479683,-5.793836901416743,0,-0.9877453167391353,-1.3185475978841383,2,1,1,2,1,1,0,1,2,0
100,-8.433500546930082,-6.708617010344539,0,-0.963829841050202,-1.6133175170692462,2,1,1,2,1,1,0,1,2,0
101,-9.140521212368933,-5.074881075908982,0,-1.112946883558911,-1.0868782070498952,2,1,1,2,1,1,0,1,2,0
102,-4.929569774396114,0.46340737730636244,1,-0.22481920176258513,0.6977264469489364,0,0,2,0,0,0,0,-1,1,1
103,-7.980394127866125,-6.520720109992586,0,-0.8682656058653782,-1.5527714321780968,2,1,1,2,1,1,0,1,2,0
104,1.8590417090934819,1.0588855637707772,2,1.20696025906872,0.8896075943279997,1,2,0,1,2,2,0,0,0,2
105,1.6561365752634358,0.08542854697441743,2,1.1641657341763114,0.5759301942940558,1,2,0,1,2,2,0,0,0,2
106,-4.727404016790544,-0.9948916226449807,1,-0.18218061799224625,0.22781824259672495,0,0,2,0,0,0,0,-1,1,1
107,-4.287500324916997,-1.4117781633447835,1,-0.08940095718823095,0.09348474462039384,0,0,2,0,0,0,0,-1,2,1
108,2.1382728383887306,0.5987480684990941,2,1.2658526256037625,0.7413373259087969,1,2,0,1,2,2,0,0,0,2
109,-3.672275925707753,-1.170901158482286,1,0.040355423882096196,0.17110262739234372,0,0,2,0,0,0,0,-1,2,1
110,-8.862962622586105,-6.2538976802915105,0,-1.0544072707095282,-1.466793145951534,2,1,1,2,1,1,0,1,2,0
111,-4.316852753347253,0.1482968411441355,1,-0.09559164938709551,0.5961882670383726,0,0,2,0,0,0,0,-1,1,1
112,-8.26497669882444,-0.6472485488079999,1,-0.9282866397689467,0.3398393936690835,0,0,2,0,0,0,0,-1,1,1
113,1.888491268403243,0.024150619918732796,2,1.2131714370471327,0.556184586109367,1,2,0,1,2,2,0,0,0,2
114,-6.206524065987495,2.0284972221475934,1,-0.4941403923429462,1.202045903153571,0,0,2,0,0,0,0,-1,1,1
115,1.2932103244798696,-0.025888444119146037,2,1.0876213107795387,0.5400604807439451,1,2,0,1,2,2,0,0,0,2
116,-5.759215081871562,-3.8069233554052713,1,-0.39979888853762074,-0.6783037407324243,2,1,1,0,0,0,0,-1,2,1
117,-8.18470548249401,-1.4590709594353188,1,-0.9113567154217695,0.07824557015038443,0,0,2,0,0,0,0,-1,1,1
118,-9.216994200824562,-4.597121773280035,0,-1.1290757273505247,-0.9329296573914069,2,1,1,2,1,1,0,1,2,0
119,-8.525533847879037,-6.306269818602817,0,-0.9832404952512412,-1.4836690386681668,2,1,1,2,1,1,0,1,2,0
120,-6.2082114242867155,-2.7407333142134958,1,-0.4944962714445507,-0.33474494533356974,2,1,2,0,0,0,0,-1,2,1
121,-9.354612986193356,-4.835358348067277,0,-1.1581007718378704,-1.0096967134430324,2,1,1,2,1,1,0,1,2,0
122,2.4121485202739814,1.013676530141613,2,1.3236154799220807,0.8750398713755132,1,2,0,1,2,2,0,0,0,2
123,-9.432680947977609,-6.637197838991804,0,-1.1745660099065836,-1.5903040921352605,2,1,1,2,1,1,0,1,2,0
124,-3.6945637345157785,-1.9035695403536226,1,0.03565472375278753,-0.06498536534596812,0,0,2,0,0,0,0,-1,2,1
125,-7.970790797515643,-4.981230722901548,0,-0.8662401767794982,-1.0567012205607442,2,1,1,2,1,1,0,1,2,0
126,-8.50495016128525,-6.063713545520867,0,-0.9788992098845869,-1.4055100447018356,2,1,1,2,1,1,0,1,2,0
127,-9.352452566916515,-4.534787716179759,0,-1.1576451199044981,-0.9128437320475944,2,1,1,2,1,1,0,1,2,0
128,1.9541646295528148,0.769005597296839,2,1.2270225419227616,0.7961994698432455,1,2,0,1,2,2,0,0,0,2
129,1.815864217833492,0.429189024173771,2,1.1978537362832242,0.6867002548738115,1,2,0,1,2,2,0,0,0,2
130,-10.315063296819394,-4.97479455093427,0,-1.3606684149041857,-1.054627290583321,2,1,1,2,1,1,0,1,2,0
131,-6.128363018463893,0.10544939067302361,1,-0.47765552165127007,0.5823815178651082,0,0,2,0,0,0,0,-1,1,1
132,-10.63747260350863,-3.8883182856717227,0,-1.4286674489365796,-0.7045316580018989,2,1,1,2,1,1,0,-1,2,0
133,-6.3709672613178325,-0.08147185714940469,1,-0.5288229471069167,0.5221498178348383,0,0,2,0,0,0,0,-1,1,1
134,2.100049131524916,0.30249074338231363,2,1.2577909006784889,0.645874222885027,1,2,0,1,2,2,0,0,0,2
135,-3.673867813128651,-0.13014709572461314,1,0.0400196804508009,0.5064651784323186,0,0,2,0,0,0,0,-1,1,1
136,1.8401243083749335,0.5968700909013193,2,1.202970408439176,0.7407321845209104,1,2,0,1,2,2,0,0,0,2
137,-1.4027877181225974,0.6278246729529171,1,0.5190109796053949,0.7507066904821877,1,2,0,0,0,0,0,-1,1,1
138,1.146005895167097,0.46175145433605586,2,1.0565745674291471,0.6971928583024734,1,2,0,1,2,2,0,0,0,2
139,1.714034933082789,0.00977167210395502,2,1.176377020643835,0.5515512526514537,1,2,0,1,2,2,0,0,0,2
140,-8.80781993478841,-6.470345596567668,0,-1.0427771799323804,-1.5365392348376272,2,1,1,2,1,1,0,1,2,0
141,2.877596184479623,0.22895740800344594,2,1.421782595144733,0.6221795501265148,1,2,0,1,2,2,0,0,0,2
142,2.386606021240299,-0.0733758946653692,2,1.3182283362353822,0.5247585826995902,1,2,0,1,2,2,0,0,0,2
143,-0.04748977448032132,-0.12111400962576582,1,0.8048555538210977,0.5093759129720872,1,2,0,1,0,2,0,-1,0,1
144,-8.45610839900977,-5.294892914233639,0,-0.9685980411953913,-1.1577726998026285,2,1,1,2,1,1,0,1,2,0
145,2.7634166792610326,0.8983895863123329,2,1.3977011064901748,0.8378909185463069,1,2,0,1,2,2,0,0,0,2
146,-4.9722951902813,2.9889294794685863,1,-0.23383037776944054,1.5115263303188555,0,0,2,0,0,0,0,-1,1,1
147,1.296670481702794,0.04087743061419108,2,1.0883510891819526,0.5615744722566554,1,2,0,1,2,2,0,0,0,2
148,-9.332843098978824,-5.83253574270752,0,-1.1535093060492938,-1.3310175392487469,2,1,1,2,1,1,0,1,2,0
149,-9.408674879194809,-5.706670925944412,0,-1.169502913233264,-1.2904600746696409,2,1,1,2,1,1,0,1,2,0
150,-9.333050390100858,-5.997494702304217,0,-1.1535530256187025,-1.384172323348907,2,1,1,2,1,1,0,1,2,0
151,2.040449208769229,-0.1674737235995628,2,1.2452207388013123,0.49443740588373564,1,2,0,1,2,2,0,0,0,2
152,1.8825367324586473,1.0292856711090888,2,1.211915571648886,0.8800696104096564,1,2,0,1,2,2,0,0,0,2
153,1.447816188029635,0.10032485276543457,2,1.1202290834430662,0.5807302361962802,1,2,0,1,2,2,0,0,0,2
154,0.2504082843747737,0.13796863648567825,1,0.8676849443566409,0.5928602059854612,1,2,0,1,0,2,0,-1,0,1
155,-1.0813489952352433,-1.2445241495716584,1,0.5868053087499144,0.14737906484241386,1,2,2,0,0,0,0,-1,2,1
156,2.0711303172928117,0.23455254322168795,2,1.2516916616294105,0.623982472533785,1,2,0,1,2,2,0,0,0,2
157,2.037407198008039,-0.18693746456451876,2,1.2445791512634052,0.4881655977242813,1,2,0,1,2,2,0,0,0,2
158,-9.207252568555557,-6.804568746494818,0,-1.127021129141207,-1.644236079065352,2,1,1,2,1,1,0,1,2,0
159,-5.867690959559731,0.8939175429128419,1,-0.42267743064410346,0.8364498904144149,0,0,2,0,0,0,0,-1,1,1
160,-6.581767054667971,-5.855893253622465,1,-0.5732825269783318,-1.3385440382812122,2,1,1,2,1,1,0,-1,2,0
161,-8.057504226234535,0.4710658903043586,1,-0.8845288218904935,0.7001942523105368,0,0,2,0,0,0,0,-1,1,1
162,-5.503865742785965,-3.8497783110233974,1,-0.34594340720262584,-0.6921129082918749,2,1,1,0,0,0,0,-1,2,1
163,-8.037108047241743,-6.030168806655037,0,-0.8802270835700223,-1.394700911590977,2,1,1,2,1,1,0,1,2,0
164,-1.7064118507644999,0.34604256945995904,1,0.45497390840362206,0.6599079432599906,1,2,2,0,0,0,0,-1,1,1
165,-3.1132703927527787,1.736199682761213,1,0.1582547384212409,1.1078587632911652,0,0,2,0,0,0,0,-1,1,1
166,1.333873461707186,0.8034865965179736,2,1.0961975335957408,0.8073102944607032,1,2,0,1,2,2,0,0,0,2
167,-9.070961140393834,-5.364634244995138,0,-1.0982760362744384,-1.1802454735673797,2,1,1,2,1,1,0,1,2,0
168,-5.273662148844371,-0.9414291632673142,1,-0.2973913905764369,0.2450454698575614,0,0,2,0,0,0,0,-1,1,1
169,-5.181873140516644,-2.928066611750358,1,-0.2780322598950979,-0.3951094202895717,0,1,2,0,0,0,0,-1,2,1
170,1.9710787184720997,-0.166190449379375,2,1.2305898760045846,0.4948509157911827,1,2,0,1,2,2,0,0,0,2
171,2.026746554203516,0.9304196533552096,2,1.2423307252228701,0.8482119784180489,1,2,0,1,2,2,0,0,0,2
172,-9.028624927702381,-7.4732094686117545,0,-1.08934694673552,-1.8596924162754984,2,1,1,2,1,1,0,-1,2,0
173,-6.397950430377042,1.4305332239888773,1,-0.5345139411107828,1.0093637517899572,0,0,2,0,0,0,0,-1,1,1
174,-4.966834372446479,2.198272748510966,1,-0.2326786419786602,1.2567527312725135,0,0,2,0,0,0,0,-1,1,1
175,-0.09341787936094992,2.0548842931767632,1,0.795168901785859,1.210548618416933,1,2,0,0,2,2,0,-1,0,1
176,-8.681065133347714,-6.190740656411945,0,-1.0160434477537272,-1.4464420357303336,2,1,1,2,1,1,0,1,2,0
177,-4.186538865261485,0.2879582851903386,1,-0.06810727369759705,0.6411914237237833,0,0,2,0,0,0,0,-1,1,1
178,1.6364100732626432,0.555103011917179,2,1.1600052367804192,0.7272735638353519,1,2,0,1,2,2,0,0,0,2
179,1.201912812909347,1.5315166561990354,2,1.0683658412023507,1.0419036789933511,1,2,0,1,2,2,0,-1,0,2
180,-9.20875193244836,-4.338154845832639,0,-1.1273373585249695,-0.8494826524442214,2,1,1,2,1,1,0,1,2,0
181,1.898935070642372,0.3335144550959056,2,1.2153741292435172,0.6558710045218252,1,2,0,1,2,2,0,0,0,2
182,2.2269133390509674,1.1448257041586207,2,1.284547707588445,0.917300116268134,1,2,0,1,2,2,0,0,0,2
183,2.369503890778417,0.6224048272536482,2,1.3146213424942714,0.7489602516788324,1,2,0,1,2,2,0,0,0,2
184,-10.365609161072875,-3.7935495387331066,0,-1.3713289940880307,-0.6739942910393486,2,1,1,2,1,1,0,-1,2,0
185,-8.294519569035153,-5.161048960299107,0,-0.934517497858937,-1.1146441150207185,2,1,1,2,1,1,0,1,2,0
186,-8.92802552730542,-5.478187440522509,0,-1.0681296248117924,-1.2168357600658983,2,1,1,2,1,1,0,1,2,0
187,1.4848326772191638,0.5575713130794986,2,1.1280361952600482,0.7280689253949668,1,2,0,1,2,2,0,0,0,2
188,2.315119356986416,0.3180310775995414,2,1.3031511532428095,0.650881790295616,1,2,0,1,2,2,0,0,0,2
189,-11.549334347051934,-3.0719956518820535,0,-1.6209873244661195,-0.4414877259763197,2,1,1,2,0,1,-1,-1,2,0
190,-5.632950600420639,3.3863831889569846,1,-0.3731685692722415,1.63959798019659,0,0,2,0,0,0,0,-1,1,1
191,-10.054484140747036,-5.436392852475427,0,-1.3057099179431289,-1.2033682751252242,2,1,1,2,1,1,0,1,2,0
192,-1.8481921326810302,0.6906793321270799,1,0.4250711667173926,0.7709603696170474,0,0,2,0,0,0,0,-1,1,1
193,2.0555336489773217,0.6823515705450081,2,1.2484021834488095,0.768276912046662,1,2,0,1,2,2,0,0,0,2
194,2.124481093315652,0.41307176856612227,2,1.2629438220328584,0.6815067858788192,1,2,0,1,2,2,0,0,0,2
195,0.8678493097379245,1.53629949290643,2,0.9979088318982434,1.0434448541631596,1,2,0,1,2,2,0,-1,0,2
196,-5.749071656791497,-3.894634560956301,1,-0.3976595485963912,-0.7065669536287007,2,1,1,2,0,0,0,-1,2,1
197,-10.757926882779946,-6.0358072395554165,0,-1.4540723440980354,-1.3965177858257303,2,1,1,2,1,1,0,1,2,0
198,1.2414608956498756,0.2594205093567876,2,1.0767068889587086,0.6319956860879506,1,2,0,1,2,2,0,0,0,2
199,-4.998981886009599,0.9142834626299821,1,-0.23945884287075925,0.8430124079533982,0,0,2,0,0,0,0,-1,1,1
200,-8.626877609696812,-6.443753394556457,0,-1.0046148097199612,-1.5279704201451145,2,1,1,2,1,1,0,1,2,0
201,2.886246699031292,0.040620446260168086,2,1.423607066775025,0.5614916640970464,1,2,0,1,2,2,0,0,0,2
202,1.5407861126954696,0.17510304472843374,2,1.139837280043404,0.6048260395337371,1,2,0,1,2,2,0,0,0,2
203,-7.35542723061768,0.31289911853595337,1,-0.7364544439869811,0.6492281173050564,0,0,2,0,0,0,0,-1,1,1
204,-8.88546600541266,-4.416128574828942,0,-1.0591534373459084,-0.8746081548141205,2,1,1,2,1,1,0,1,2,0
205,1.4703365309294698,1.3261159740850181,2,1.124978827112045,0.9757173442923481,1,2,0,1,2,2,0,0,0,2
206,-5.090251606905735,2.7154577195647467,1,-0.25870845114377833,1.423405428060992,0,0,2,0,0,0,0,-1,1,1
207,-3.4283217091982316,-0.6874270560706669,1,0.09180757097153,0.3268926590131713,0,0,2,0,0,0,0,-1,1,1
208,-7.068138192771017,-7.042356049840691,0,-0.6758625917781405,-1.7208583662209644,2,1,1,2,1,1,0,-1,2,0
209,-5.934824784946113,1.230584478123506,1,-0.4368365606147949,0.9449341964414256,0,0,2,0,0,0,0,-1,1,1
210,1.6137026145470954,1.041973968930268,2,1.1552160286963113,0.8841581651200658,1,2,0,1,2,2,0,0,0,2
211,-8.381753891583525,-4.918350202810727,0,-0.9529160041820723,-1.036439208253531,2,1,1,2,1,1,0,1,2,0
212,2.4392715985332485,0.09559952158091317,2,1.3293359820395736,0.5792075910515175,1,2,0,1,2,2,0,0,0,2
213,-8.627174744474287,-3.065030538567152,1,-1.0046774781275614,-0.43924335504071305,2,1,1,2,1,1,0,-1,2,0
214,-1.4884209504645467,0.11090455778596889,1,0.5009501576641202,0.5841393383001293,1,2,2,0,0,0,0,-1,1,1
215,2.408705106406851,0.27972048232918345,2,1.3228892328445907,0.6385369535839684,1,2,0,1,2,2,0,0,0,2
216,-5.687559703019757,-1.324512388315596,1,-0.38468612211290815,0.12160442628151939,0,0,2,0,0,0,0,-1,1,1
217,2.427076380452948,0.2700520814908036,2,1.326763900427568,0.6354215013501864,1,2,0,1,2,2,0,0,0,2
218,-9.40196134926296,-6.259828868449949,0,-1.1680869691496356,-1.4687043548169998,2,1,1,2,1,1,0,1,2,0
219,2.141142017601742,0.4096742899191669,2,1.266457761407546,0.6804120151285347,1,2,0,1,2,2,0,0,0,2
220,-6.71796564894249,1.3351352350910208,1,-0.6020080403400293,0.9786236239675424,0,0,2,0,0,0,0,-1,1,1
221,1.8392893345214225,1.0432123079880196,2,1.202794304913927,0.884557195554172,1,2,0,1,2,2,0,0,0,2
222,-4.721844394785131,-1.1705488895032945,1,-0.18100804350971825,0.1712161391504759,0,0,2,0,0,0,0,-1,1,1
223,-7.444113605791186,-6.324469967511267,0,-0.7551592013203221,-1.4895336791107634,2,1,1,2,1,1,0,1,2,0
224,1.0514255609803467,0.8639239592546752,2,1.0366267209193716,0.8267850473065425,1,2,0,1,2,2,0,0,0,2
